commonName,lat,lon,NbDocks,geometry,Station_number,Community,attraction_count,buffer,within_count,intersects_count
"Swan Street, The Borough",51.500296,-0.092762,27,POINT (701778.6216513645 5709469.971805068),1216,2,0,"POLYGON ((702278.6216513645 5709469.971805068, 702276.2140147006 5709420.963234903, 702269.0142915661 5709372.42664406, 702257.0918192306 5709324.829466441, 702240.5614176202 5709278.630088885, 702219.5822835386 5709234.273436654, 702194.3564575157 5709192.186688558, 702165.1268780458 5709152.775162986, 702132.1750419578 5709116.418414474, 702095.8182934463 5709083.466578387, 702056.4067678743 5709054.236998917, 702014.3200197775 5709029.011172893, 701969.963367547 5709008.0320388125, 701923.7639899917 5708991.501637202, 701876.1668123725 5708979.579164866, 701827.6302215293 5708972.379441732, 701778.6216513645 5708969.971805068, 701729.6130811997 5708972.379441732, 701681.0764903565 5708979.579164866, 701633.4793127372 5708991.501637202, 701587.279935182 5709008.0320388125, 701542.9232829515 5709029.011172893, 701500.8365348547 5709054.236998917, 701461.4250092827 5709083.466578387, 701425.0682607712 5709116.418414474, 701392.1164246831 5709152.775162986, 701362.8868452132 5709192.186688558, 701337.6610191903 5709234.273436654, 701316.6818851088 5709278.630088885, 701300.1514834984 5709324.829466441, 701288.2290111629 5709372.42664406, 701281.0292880284 5709420.963234903, 701278.6216513645 5709469.971805068, 701281.0292880284 5709518.980375232, 701288.2290111629 5709567.516966076, 701300.1514834984 5709615.114143695, 701316.6818851088 5709661.31352125, 701337.6610191903 5709705.670173481, 701362.8868452132 5709747.756921577, 701392.1164246831 5709787.16844715, 701425.0682607712 5709823.525195661, 701461.4250092827 5709856.477031749, 701500.8365348547 5709885.706611219, 701542.9232829515 5709910.932437242, 701587.279935182 5709931.911571323, 701633.4793127372 5709948.441972934, 701681.0764903565 5709960.364445269, 701729.6130811997 5709967.564168404, 701778.6216513645 5709969.971805068, 701827.6302215293 5709967.564168404, 701876.1668123725 5709960.364445269, 701923.7639899917 5709948.441972934, 701969.963367547 5709931.911571323, 702014.3200197775 5709910.932437242, 702056.4067678743 5709885.706611219, 702095.8182934463 5709856.477031749, 702132.1750419578 5709823.525195661, 702165.1268780458 5709787.16844715, 702194.3564575157 5709747.756921577, 702219.5822835386 5709705.670173481, 702240.5614176202 5709661.31352125, 702257.0918192306 5709615.114143695, 702269.0142915661 5709567.516966076, 702276.2140147006 5709518.980375232, 702278.6216513645 5709469.971805068))",0,0
"Geraldine Street, Elephant & Castle",51.496127,-0.106,17,POINT (700878.3439261065 5708970.029642194),3498,2,0,"POLYGON ((701378.3439261065 5708970.029642194, 701375.9362894426 5708921.021072029, 701368.7365663081 5708872.484481186, 701356.8140939726 5708824.887303567, 701340.2836923621 5708778.687926011, 701319.3045582806 5708734.33127378, 701294.0787322577 5708692.244525684, 701264.8491527878 5708652.833000111, 701231.8973166997 5708616.4762516, 701195.5405681883 5708583.524415513, 701156.1290426162 5708554.294836042, 701114.0422945195 5708529.069010019, 701069.685642289 5708508.089875938, 701023.4862647337 5708491.559474328, 700975.8890871145 5708479.637001992, 700927.3524962713 5708472.437278857, 700878.3439261065 5708470.029642194, 700829.3353559417 5708472.437278857, 700780.7987650984 5708479.637001992, 700733.2015874792 5708491.559474328, 700687.0022099239 5708508.089875938, 700642.6455576934 5708529.069010019, 700600.5588095967 5708554.294836042, 700561.1472840246 5708583.524415513, 700524.7905355132 5708616.4762516, 700491.8386994251 5708652.833000111, 700462.6091199552 5708692.244525684, 700437.3832939323 5708734.33127378, 700416.4041598508 5708778.687926011, 700399.8737582404 5708824.887303567, 700387.9512859049 5708872.484481186, 700380.7515627703 5708921.021072029, 700378.3439261065 5708970.029642194, 700380.7515627703 5709019.038212358, 700387.9512859049 5709067.5748032015, 700399.8737582404 5709115.171980821, 700416.4041598508 5709161.371358376, 700437.3832939323 5709205.728010607, 700462.6091199552 5709247.814758703, 700491.8386994251 5709287.226284276, 700524.7905355132 5709323.583032787, 700561.1472840246 5709356.534868875, 700600.5588095967 5709385.764448345, 700642.6455576934 5709410.990274368, 700687.0022099239 5709431.969408449, 700733.2015874792 5709448.49981006, 700780.7987650984 5709460.422282395, 700829.3353559417 5709467.62200553, 700878.3439261065 5709470.029642194, 700927.3524962713 5709467.62200553, 700975.8890871145 5709460.422282395, 701023.4862647337 5709448.49981006, 701069.685642289 5709431.969408449, 701114.0422945195 5709410.990274368, 701156.1290426162 5709385.764448345, 701195.5405681883 5709356.534868875, 701231.8973166997 5709323.583032787, 701264.8491527878 5709287.226284276, 701294.0787322577 5709247.814758703, 701319.3045582806 5709205.728010607, 701340.2836923621 5709161.371358376, 701356.8140939726 5709115.171980821, 701368.7365663081 5709067.5748032015, 701375.9362894426 5709019.038212358, 701378.3439261065 5708970.029642194))",2,2
"Curlew Street, Shad Thames",51.502279,-0.074189,21,POINT (703058.6221852902 5709741.830804684),1213,2,0,"POLYGON ((703558.6221852902 5709741.830804684, 703556.2145486263 5709692.82223452, 703549.0148254918 5709644.285643676, 703537.0923531563 5709596.688466057, 703520.5619515459 5709550.489088502, 703499.5828174644 5709506.132436271, 703474.3569914415 5709464.045688175, 703445.1274119716 5709424.634162602, 703412.1755758835 5709388.277414091, 703375.818827372 5709355.325578003, 703336.4073018 5709326.095998533, 703294.3205537032 5709300.87017251, 703249.9639014727 5709279.891038429, 703203.7645239175 5709263.360636818, 703156.1673462982 5709251.438164483, 703107.630755455 5709244.238441348, 703058.6221852902 5709241.830804684, 703009.6136151254 5709244.238441348, 702961.0770242822 5709251.438164483, 702913.479846663 5709263.360636818, 702867.2804691077 5709279.891038429, 702822.9238168772 5709300.87017251, 702780.8370687804 5709326.095998533, 702741.4255432084 5709355.325578003, 702705.0687946969 5709388.277414091, 702672.1169586089 5709424.634162602, 702642.887379139 5709464.045688175, 702617.661553116 5709506.132436271, 702596.6824190345 5709550.489088502, 702580.1520174241 5709596.688466057, 702568.2295450886 5709644.285643676, 702561.0298219541 5709692.82223452, 702558.6221852902 5709741.830804684, 702561.0298219541 5709790.839374849, 702568.2295450886 5709839.375965692, 702580.1520174241 5709886.973143311, 702596.6824190345 5709933.172520867, 702617.661553116 5709977.529173098, 702642.887379139 5710019.615921194, 702672.1169586089 5710059.027446766, 702705.0687946969 5710095.3841952775, 702741.4255432084 5710128.336031365, 702780.8370687804 5710157.565610835, 702822.9238168772 5710182.7914368585, 702867.2804691077 5710203.770570939, 702913.479846663 5710220.30097255, 702961.0770242822 5710232.223444886, 703009.6136151254 5710239.42316802, 703058.6221852902 5710241.830804684, 703107.630755455 5710239.42316802, 703156.1673462982 5710232.223444886, 703203.7645239175 5710220.30097255, 703249.9639014727 5710203.770570939, 703294.3205537032 5710182.7914368585, 703336.4073018 5710157.565610835, 703375.818827372 5710128.336031365, 703412.1755758835 5710095.3841952775, 703445.1274119716 5710059.027446766, 703474.3569914415 5710019.615921194, 703499.5828174644 5709977.529173098, 703520.5619515459 5709933.172520867, 703537.0923531563 5709886.973143311, 703549.0148254918 5709839.375965692, 703556.2145486263 5709790.839374849, 703558.6221852902 5709741.830804684))",4,4
"Vincent Square, Westminster",51.493985,-0.136928,19,POINT (698741.2935086746 5708647.419490149),1196,3,0,"POLYGON ((699241.2935086746 5708647.419490149, 699238.8858720107 5708598.410919985, 699231.6861488762 5708549.874329141, 699219.7636765407 5708502.277151522, 699203.2332749303 5708456.077773967, 699182.2541408488 5708411.721121736, 699157.0283148258 5708369.63437364, 699127.798735356 5708330.222848067, 699094.8468992679 5708293.866099556, 699058.4901507564 5708260.914263468, 699019.0786251844 5708231.684683998, 698976.9918770876 5708206.458857975, 698932.6352248571 5708185.479723894, 698886.4358473019 5708168.949322283, 698838.8386696826 5708157.026849948, 698790.3020788394 5708149.827126813, 698741.2935086746 5708147.419490149, 698692.2849385098 5708149.827126813, 698643.7483476666 5708157.026849948, 698596.1511700473 5708168.949322283, 698549.9517924921 5708185.479723894, 698505.5951402616 5708206.458857975, 698463.5083921648 5708231.684683998, 698424.0968665928 5708260.914263468, 698387.7401180813 5708293.866099556, 698354.7882819932 5708330.222848067, 698325.5587025234 5708369.63437364, 698300.3328765004 5708411.721121736, 698279.3537424189 5708456.077773967, 698262.8233408085 5708502.277151522, 698250.900868473 5708549.874329141, 698243.7011453385 5708598.410919985, 698241.2935086746 5708647.419490149, 698243.7011453385 5708696.428060314, 698250.900868473 5708744.964651157, 698262.8233408085 5708792.561828776, 698279.3537424189 5708838.761206332, 698300.3328765004 5708883.117858563, 698325.5587025234 5708925.204606659, 698354.7882819932 5708964.616132231, 698387.7401180813 5709000.9728807425, 698424.0968665928 5709033.92471683, 698463.5083921648 5709063.1542963, 698505.5951402616 5709088.3801223235, 698549.9517924921 5709109.359256404, 698596.1511700473 5709125.889658015, 698643.7483476666 5709137.812130351, 698692.2849385098 5709145.011853485, 698741.2935086746 5709147.419490149, 698790.3020788394 5709145.011853485, 698838.8386696826 5709137.812130351, 698886.4358473019 5709125.889658015, 698932.6352248571 5709109.359256404, 698976.9918770876 5709088.3801223235, 699019.0786251844 5709063.1542963, 699058.4901507564 5709033.92471683, 699094.8468992679 5709000.9728807425, 699127.798735356 5708964.616132231, 699157.0283148258 5708925.204606659, 699182.2541408488 5708883.117858563, 699203.2332749303 5708838.761206332, 699219.7636765407 5708792.561828776, 699231.6861488762 5708744.964651157, 699238.8858720107 5708696.428060314, 699241.2935086746 5708647.419490149))",2,3
"Marylebone Lane, Marylebone",51.514759,-0.148105,24,POINT (697875.5287661741 5710926.824546779),1152,0,0,"POLYGON ((698375.5287661741 5710926.824546779, 698373.1211295102 5710877.815976614, 698365.9214063757 5710829.279385771, 698353.9989340402 5710781.682208152, 698337.4685324298 5710735.482830596, 698316.4893983483 5710691.126178365, 698291.2635723253 5710649.039430269, 698262.0339928555 5710609.627904696, 698229.0821567674 5710573.271156185, 698192.7254082559 5710540.319320098, 698153.3138826839 5710511.089740627, 698111.2271345871 5710485.863914604, 698066.8704823566 5710464.884780523, 698020.6711048014 5710448.354378913, 697973.0739271821 5710436.431906577, 697924.5373363389 5710429.232183442, 697875.5287661741 5710426.824546779, 697826.5201960093 5710429.232183442, 697777.9836051661 5710436.431906577, 697730.3864275469 5710448.354378913, 697684.1870499916 5710464.884780523, 697639.8303977611 5710485.863914604, 697597.7436496643 5710511.089740627, 697558.3321240923 5710540.319320098, 697521.9753755808 5710573.271156185, 697489.0235394927 5710609.627904696, 697459.7939600229 5710649.039430269, 697434.568134 5710691.126178365, 697413.5889999184 5710735.482830596, 697397.058598308 5710781.682208152, 697385.1361259725 5710829.279385771, 697377.936402838 5710877.815976614, 697375.5287661741 5710926.824546779, 697377.936402838 5710975.833116943, 697385.1361259725 5711024.3697077865, 697397.058598308 5711071.966885406, 697413.5889999184 5711118.166262961, 697434.568134 5711162.522915192, 697459.7939600229 5711204.609663288, 697489.0235394927 5711244.021188861, 697521.9753755808 5711280.377937372, 697558.3321240923 5711313.32977346, 697597.7436496643 5711342.55935293, 697639.8303977611 5711367.785178953, 697684.1870499916 5711388.764313034, 697730.3864275469 5711405.294714645, 697777.9836051661 5711417.21718698, 697826.5201960093 5711424.416910115, 697875.5287661741 5711426.824546779, 697924.5373363389 5711424.416910115, 697973.0739271821 5711417.21718698, 698020.6711048014 5711405.294714645, 698066.8704823566 5711388.764313034, 698111.2271345871 5711367.785178953, 698153.3138826839 5711342.55935293, 698192.7254082559 5711313.32977346, 698229.0821567674 5711280.377937372, 698262.0339928555 5711244.021188861, 698291.2635723253 5711204.609663288, 698316.4893983483 5711162.522915192, 698337.4685324298 5711118.166262961, 698353.9989340402 5711071.966885406, 698365.9214063757 5711024.3697077865, 698373.1211295102 5710975.833116943, 698375.5287661741 5710926.824546779))",1,2
"Albert Gate, Hyde Park",51.502953,-0.158456,34,POINT (697208.4640703334 5709586.251576245),1132,3,1,"POLYGON ((697708.4640703334 5709586.251576245, 697706.0564336695 5709537.24300608, 697698.856710535 5709488.706415237, 697686.9342381995 5709441.109237618, 697670.4038365891 5709394.909860062, 697649.4247025076 5709350.553207831, 697624.1988764846 5709308.466459735, 697594.9692970148 5709269.054934163, 697562.0174609267 5709232.698185652, 697525.6607124152 5709199.746349564, 697486.2491868432 5709170.516770094, 697444.1624387464 5709145.290944071, 697399.8057865159 5709124.31180999, 697353.6064089607 5709107.781408379, 697306.0092313414 5709095.858936043, 697257.4726404982 5709088.659212909, 697208.4640703334 5709086.251576245, 697159.4555001686 5709088.659212909, 697110.9189093254 5709095.858936043, 697063.3217317061 5709107.781408379, 697017.1223541509 5709124.31180999, 696972.7657019204 5709145.290944071, 696930.6789538236 5709170.516770094, 696891.2674282516 5709199.746349564, 696854.9106797401 5709232.698185652, 696821.958843652 5709269.054934163, 696792.7292641822 5709308.466459735, 696767.5034381592 5709350.553207831, 696746.5243040777 5709394.909860062, 696729.9939024673 5709441.109237618, 696718.0714301318 5709488.706415237, 696710.8717069973 5709537.24300608, 696708.4640703334 5709586.251576245, 696710.8717069973 5709635.260146409, 696718.0714301318 5709683.796737253, 696729.9939024673 5709731.393914872, 696746.5243040777 5709777.593292427, 696767.5034381592 5709821.949944658, 696792.7292641822 5709864.036692754, 696821.958843652 5709903.448218327, 696854.9106797401 5709939.804966838, 696891.2674282516 5709972.756802926, 696930.6789538236 5710001.986382396, 696972.7657019204 5710027.212208419, 697017.1223541509 5710048.1913425, 697063.3217317061 5710064.721744111, 697110.9189093254 5710076.644216446, 697159.4555001686 5710083.843939581, 697208.4640703334 5710086.251576245, 697257.4726404982 5710083.843939581, 697306.0092313414 5710076.644216446, 697353.6064089607 5710064.721744111, 697399.8057865159 5710048.1913425, 697444.1624387464 5710027.212208419, 697486.2491868432 5710001.986382396, 697525.6607124152 5709972.756802926, 697562.0174609267 5709939.804966838, 697594.9692970148 5709903.448218327, 697624.1988764846 5709864.036692754, 697649.4247025076 5709821.949944658, 697670.4038365891 5709777.593292427, 697686.9342381995 5709731.393914872, 697698.856710535 5709683.796737253, 697706.0564336695 5709635.260146409, 697708.4640703334 5709586.251576245))",1,3
"Rathbone Street, Fitzrovia",51.518162,-0.135025,16,POINT (698768.0780099899 5711340.641871662),3497,0,0,"POLYGON ((699268.0780099899 5711340.641871662, 699265.670373326 5711291.633301497, 699258.4706501915 5711243.096710654, 699246.548177856 5711195.499533035, 699230.0177762456 5711149.300155479, 699209.0386421641 5711104.9435032485, 699183.8128161412 5711062.856755152, 699154.5832366713 5711023.44522958, 699121.6314005832 5710987.088481069, 699085.2746520718 5710954.136644981, 699045.8631264997 5710924.907065511, 699003.776378403 5710899.681239488, 698959.4197261725 5710878.702105407, 698913.2203486172 5710862.171703796, 698865.623170998 5710850.2492314605, 698817.0865801547 5710843.049508326, 698768.0780099899 5710840.641871662, 698719.0694398251 5710843.049508326, 698670.5328489819 5710850.2492314605, 698622.9356713627 5710862.171703796, 698576.7362938074 5710878.702105407, 698532.3796415769 5710899.681239488, 698490.2928934802 5710924.907065511, 698450.8813679081 5710954.136644981, 698414.5246193967 5710987.088481069, 698381.5727833086 5711023.44522958, 698352.3432038387 5711062.856755152, 698327.1173778158 5711104.9435032485, 698306.1382437343 5711149.300155479, 698289.6078421238 5711195.499533035, 698277.6853697883 5711243.096710654, 698270.4856466538 5711291.633301497, 698268.0780099899 5711340.641871662, 698270.4856466538 5711389.650441826, 698277.6853697883 5711438.18703267, 698289.6078421238 5711485.784210289, 698306.1382437343 5711531.983587844, 698327.1173778158 5711576.340240075, 698352.3432038387 5711618.426988171, 698381.5727833086 5711657.838513744, 698414.5246193967 5711694.195262255, 698450.8813679081 5711727.147098343, 698490.2928934802 5711756.376677813, 698532.3796415769 5711781.602503836, 698576.7362938074 5711802.581637917, 698622.9356713627 5711819.112039528, 698670.5328489819 5711831.034511863, 698719.0694398251 5711838.234234998, 698768.0780099899 5711840.641871662, 698817.0865801547 5711838.234234998, 698865.623170998 5711831.034511863, 698913.2203486172 5711819.112039528, 698959.4197261725 5711802.581637917, 699003.776378403 5711781.602503836, 699045.8631264997 5711756.376677813, 699085.2746520718 5711727.147098343, 699121.6314005832 5711694.195262255, 699154.5832366713 5711657.838513744, 699183.8128161412 5711618.426988171, 699209.0386421641 5711576.340240075, 699230.0177762456 5711531.983587844, 699246.548177856 5711485.784210289, 699258.4706501915 5711438.18703267, 699265.670373326 5711389.650441826, 699268.0780099899 5711340.641871662))",2,2
"Long Lane , Bermondsey",51.499075,-0.085666,20,POINT (702276.4370427174 5709353.81423196),1189,2,0,"POLYGON ((702776.4370427174 5709353.81423196, 702774.0294060535 5709304.805661796, 702766.829682919 5709256.269070952, 702754.9072105834 5709208.671893333, 702738.376808973 5709162.472515778, 702717.3976748915 5709118.115863547, 702692.1718488686 5709076.029115451, 702662.9422693987 5709036.617589878, 702629.9904333106 5709000.260841367, 702593.6336847992 5708967.309005279, 702554.2221592271 5708938.079425809, 702512.1354111304 5708912.853599786, 702467.7787588999 5708891.874465705, 702421.5793813446 5708875.344064094, 702373.9822037254 5708863.421591759, 702325.4456128821 5708856.221868624, 702276.4370427174 5708853.81423196, 702227.4284725526 5708856.221868624, 702178.8918817093 5708863.421591759, 702131.2947040901 5708875.344064094, 702085.0953265348 5708891.874465705, 702040.7386743043 5708912.853599786, 701998.6519262076 5708938.079425809, 701959.2404006355 5708967.309005279, 701922.8836521241 5709000.260841367, 701889.931816036 5709036.617589878, 701860.7022365661 5709076.029115451, 701835.4764105432 5709118.115863547, 701814.4972764617 5709162.472515778, 701797.9668748513 5709208.671893333, 701786.0444025157 5709256.269070952, 701778.8446793812 5709304.805661796, 701776.4370427174 5709353.81423196, 701778.8446793812 5709402.822802125, 701786.0444025157 5709451.359392968, 701797.9668748513 5709498.956570587, 701814.4972764617 5709545.1559481425, 701835.4764105432 5709589.5126003735, 701860.7022365661 5709631.59934847, 701889.931816036 5709671.010874042, 701922.8836521241 5709707.367622553, 701959.2404006355 5709740.319458641, 701998.6519262076 5709769.549038111, 702040.7386743043 5709794.774864134, 702085.0953265348 5709815.753998215, 702131.2947040901 5709832.284399826, 702178.8918817093 5709844.2068721615, 702227.4284725526 5709851.406595296, 702276.4370427174 5709853.81423196, 702325.4456128821 5709851.406595296, 702373.9822037254 5709844.2068721615, 702421.5793813446 5709832.284399826, 702467.7787588999 5709815.753998215, 702512.1354111304 5709794.774864134, 702554.2221592271 5709769.549038111, 702593.6336847992 5709740.319458641, 702629.9904333106 5709707.367622553, 702662.9422693987 5709671.010874042, 702692.1718488686 5709631.59934847, 702717.3976748915 5709589.5126003735, 702738.376808973 5709545.1559481425, 702754.9072105834 5709498.956570587, 702766.829682919 5709451.359392968, 702774.0294060535 5709402.822802125, 702776.4370427174 5709353.81423196))",1,1
"Embankment (Savoy), Strand",51.509631,-0.119047,41,POINT (699913.7631274319 5710435.689069264),1192,3,0,"POLYGON ((700413.7631274319 5710435.689069264, 700411.355490768 5710386.680499099, 700404.1557676335 5710338.143908256, 700392.233295298 5710290.546730637, 700375.7028936875 5710244.347353081, 700354.723759606 5710199.99070085, 700329.4979335831 5710157.903952754, 700300.2683541132 5710118.492427181, 700267.3165180251 5710082.13567867, 700230.9597695137 5710049.183842583, 700191.5482439416 5710019.9542631125, 700149.4614958449 5709994.728437089, 700105.1048436144 5709973.749303008, 700058.9054660591 5709957.218901398, 700011.3082884399 5709945.296429062, 699962.7716975966 5709938.0967059275, 699913.7631274319 5709935.689069264, 699864.7545572671 5709938.0967059275, 699816.2179664238 5709945.296429062, 699768.6207888046 5709957.218901398, 699722.4214112493 5709973.749303008, 699678.0647590188 5709994.728437089, 699635.9780109221 5710019.9542631125, 699596.56648535 5710049.183842583, 699560.2097368386 5710082.13567867, 699527.2579007505 5710118.492427181, 699498.0283212806 5710157.903952754, 699472.8024952577 5710199.99070085, 699451.8233611762 5710244.347353081, 699435.2929595658 5710290.546730637, 699423.3704872302 5710338.143908256, 699416.1707640957 5710386.680499099, 699413.7631274319 5710435.689069264, 699416.1707640957 5710484.697639428, 699423.3704872302 5710533.234230272, 699435.2929595658 5710580.831407891, 699451.8233611762 5710627.030785446, 699472.8024952577 5710671.387437677, 699498.0283212806 5710713.474185773, 699527.2579007505 5710752.885711346, 699560.2097368386 5710789.242459857, 699596.56648535 5710822.194295945, 699635.9780109221 5710851.423875415, 699678.0647590188 5710876.649701438, 699722.4214112493 5710897.628835519, 699768.6207888046 5710914.15923713, 699816.2179664238 5710926.081709465, 699864.7545572671 5710933.2814326, 699913.7631274319 5710935.689069264, 699962.7716975966 5710933.2814326, 700011.3082884399 5710926.081709465, 700058.9054660591 5710914.15923713, 700105.1048436144 5710897.628835519, 700149.4614958449 5710876.649701438, 700191.5482439416 5710851.423875415, 700230.9597695137 5710822.194295945, 700267.3165180251 5710789.242459857, 700300.2683541132 5710752.885711346, 700329.4979335831 5710713.474185773, 700354.723759606 5710671.387437677, 700375.7028936875 5710627.030785446, 700392.233295298 5710580.831407891, 700404.1557676335 5710533.234230272, 700411.355490768 5710484.697639428, 700413.7631274319 5710435.689069264))",9,12
"Black Prince Road, Vauxhall",51.490867,-0.116911,19,POINT (700144.1810747804 5708355.314895638),1205,2,0,"POLYGON ((700644.1810747804 5708355.314895638, 700641.7734381165 5708306.306325474, 700634.573714982 5708257.76973463, 700622.6512426465 5708210.172557011, 700606.1208410361 5708163.973179456, 700585.1417069546 5708119.616527225, 700559.9158809317 5708077.529779129, 700530.6863014618 5708038.118253556, 700497.7344653737 5708001.761505045, 700461.3777168622 5707968.809668957, 700421.9661912902 5707939.580089487, 700379.8794431934 5707914.354263464, 700335.522790963 5707893.375129383, 700289.3234134077 5707876.844727772, 700241.7262357884 5707864.922255437, 700193.1896449452 5707857.722532302, 700144.1810747804 5707855.314895638, 700095.1725046156 5707857.722532302, 700046.6359137724 5707864.922255437, 699999.0387361532 5707876.844727772, 699952.8393585979 5707893.375129383, 699908.4827063674 5707914.354263464, 699866.3959582706 5707939.580089487, 699826.9844326986 5707968.809668957, 699790.6276841871 5708001.761505045, 699757.675848099 5708038.118253556, 699728.4462686292 5708077.529779129, 699703.2204426063 5708119.616527225, 699682.2413085247 5708163.973179456, 699665.7109069143 5708210.172557011, 699653.7884345788 5708257.76973463, 699646.5887114443 5708306.306325474, 699644.1810747804 5708355.314895638, 699646.5887114443 5708404.323465803, 699653.7884345788 5708452.860056646, 699665.7109069143 5708500.457234265, 699682.2413085247 5708546.656611821, 699703.2204426063 5708591.013264052, 699728.4462686292 5708633.100012148, 699757.675848099 5708672.51153772, 699790.6276841871 5708708.8682862315, 699826.9844326986 5708741.820122319, 699866.3959582706 5708771.049701789, 699908.4827063674 5708796.275527813, 699952.8393585979 5708817.2546618935, 699999.0387361532 5708833.785063504, 700046.6359137724 5708845.70753584, 700095.1725046156 5708852.907258974, 700144.1810747804 5708855.314895638, 700193.1896449452 5708852.907258974, 700241.7262357884 5708845.70753584, 700289.3234134077 5708833.785063504, 700335.522790963 5708817.2546618935, 700379.8794431934 5708796.275527813, 700421.9661912902 5708771.049701789, 700461.3777168622 5708741.820122319, 700497.7344653737 5708708.8682862315, 700530.6863014618 5708672.51153772, 700559.9158809317 5708633.100012148, 700585.1417069546 5708591.013264052, 700606.1208410361 5708546.656611821, 700622.6512426465 5708500.457234265, 700634.573714982 5708452.860056646, 700641.7734381165 5708404.323465803, 700644.1810747804 5708355.314895638))",4,4
"Foley Street, Fitzrovia",51.519181,-0.140485,24,POINT (698384.9116155463 5711439.11377541),3494,0,0,"POLYGON ((698884.9116155463 5711439.11377541, 698882.5039788825 5711390.105205245, 698875.3042557479 5711341.568614402, 698863.3817834124 5711293.971436783, 698846.851381802 5711247.772059227, 698825.8722477205 5711203.415406996, 698800.6464216976 5711161.3286589, 698771.4168422277 5711121.917133328, 698738.4650061396 5711085.5603848165, 698702.1082576282 5711052.608548729, 698662.6967320561 5711023.378969259, 698620.6099839594 5710998.1531432355, 698576.2533317289 5710977.174009155, 698530.0539541736 5710960.643607544, 698482.4567765543 5710948.721135208, 698433.9201857111 5710941.521412074, 698384.9116155463 5710939.11377541, 698335.9030453815 5710941.521412074, 698287.3664545383 5710948.721135208, 698239.7692769191 5710960.643607544, 698193.5698993638 5710977.174009155, 698149.2132471333 5710998.1531432355, 698107.1264990366 5711023.378969259, 698067.7149734645 5711052.608548729, 698031.3582249531 5711085.5603848165, 697998.406388865 5711121.917133328, 697969.1768093951 5711161.3286589, 697943.9509833722 5711203.415406996, 697922.9718492907 5711247.772059227, 697906.4414476802 5711293.971436783, 697894.5189753447 5711341.568614402, 697887.3192522102 5711390.105205245, 697884.9116155463 5711439.11377541, 697887.3192522102 5711488.122345574, 697894.5189753447 5711536.658936418, 697906.4414476802 5711584.256114037, 697922.9718492907 5711630.455491592, 697943.9509833722 5711674.812143823, 697969.1768093951 5711716.898891919, 697998.406388865 5711756.310417492, 698031.3582249531 5711792.667166003, 698067.7149734645 5711825.619002091, 698107.1264990366 5711854.848581561, 698149.2132471333 5711880.074407584, 698193.5698993638 5711901.053541665, 698239.7692769191 5711917.583943276, 698287.3664545383 5711929.506415611, 698335.9030453815 5711936.706138746, 698384.9116155463 5711939.11377541, 698433.9201857111 5711936.706138746, 698482.4567765543 5711929.506415611, 698530.0539541736 5711917.583943276, 698576.2533317289 5711901.053541665, 698620.6099839594 5711880.074407584, 698662.6967320561 5711854.848581561, 698702.1082576282 5711825.619002091, 698738.4650061396 5711792.667166003, 698771.4168422277 5711756.310417492, 698800.6464216976 5711716.898891919, 698825.8722477205 5711674.812143823, 698846.851381802 5711630.455491592, 698863.3817834124 5711584.256114037, 698875.3042557479 5711536.658936418, 698882.5039788825 5711488.122345574, 698884.9116155463 5711439.11377541))",2,2
